SCRUB_DC_NO,YEAR,WEEK,SCRUB_CATEGORY_NO
41,2022,26,53
41,2022,26,54
41,2022,26,55
41,2022,26,56
41,2022,26,57
41,2022,26,58
41,2022,26,59
41,2022,26,60
41,2022,26,61
41,2022,26,62
41,2022,26,63
41,2022,26,64
41,2022,26,65
41,2022,26,66
41,2022,26,67
41,2022,26,68
41,2022,26,69
41,2022,26,70
41,2022,26,71
41,2022,26,72
41,2022,26,73
41,2022,26,74
41,2022,26,75
41,2022,26,76
41,2022,26,77
41,2022,26,79
41,2022,26,80
41,2022,26,81
41,2022,26,82
41,2022,26,83
41,2022,26,84
41,2022,26,85
41,2022,26,86
41,2022,26,87
41,2022,26,88
41,2022,26,89
41,2022,26,90
41,2022,26,91
41,2022,26,92
41,2022,26,93
41,2022,26,94
41,2022,26,95
41,2022,26,96
41,2022,26,97
41,2022,26,98
41,2022,26,99
41,2022,26,100
41,2022,26,101
41,2022,26,102
41,2022,26,103
41,2022,26,104
41,2022,26,105
41,2022,26,106
41,2022,26,107
41,2022,26,108
41,2022,26,109
41,2022,26,110
41,2022,26,111
41,2022,26,112
41,2022,26,113
41,2022,26,114
41,2022,26,115
41,2022,26,116
41,2022,26,117
41,2022,26,118
41,2022,26,119
41,2022,26,120
41,2022,26,121
41,2022,26,122
41,2022,26,123
41,2022,26,124
41,2022,26,125
41,2022,26,126
41,2022,26,127
41,2022,26,128
41,2022,26,129
41,2022,26,130
41,2022,26,131
41,2022,26,132
41,2022,26,133
41,2022,26,134
41,2022,26,135
41,2022,26,136
41,2022,26,137
41,2022,26,138
41,2022,26,139
41,2022,26,140
41,2022,26,141
41,2022,26,142
41,2022,26,143
41,2022,26,144
41,2022,26,145
41,2022,26,146
41,2022,26,147
41,2022,26,148
41,2022,26,149
41,2022,26,150
41,2022,26,151
41,2022,26,152
41,2022,26,153
41,2022,26,154
41,2022,26,155
41,2022,26,156
41,2022,26,157
41,2022,26,158
41,2022,26,159
41,2022,26,160
41,2022,26,161
41,2022,26,162
41,2022,26,163
41,2022,26,164
41,2022,26,165
41,2022,26,166
41,2022,26,167
41,2022,26,168
41,2022,26,169
41,2022,26,170
41,2022,26,171
41,2022,26,172
41,2022,26,173
41,2022,26,174
41,2022,26,175
41,2022,26,176
41,2022,26,177
41,2022,26,178
41,2022,26,179
41,2022,26,180
41,2022,26,181
41,2022,26,182
41,2022,26,183
41,2022,26,184
41,2022,26,185
41,2022,26,186
41,2022,26,187
41,2022,26,188
41,2022,26,189
41,2022,26,190
41,2022,26,191
41,2022,26,192
41,2022,26,193
41,2022,26,194
41,2022,26,195
41,2022,26,196
41,2022,26,197
41,2022,26,198
41,2022,26,199
41,2022,26,200
41,2022,26,201
41,2022,26,202
41,2022,26,203
41,2022,26,204
41,2022,26,205
41,2022,26,206
41,2022,26,207
41,2022,26,208
41,2022,26,209
41,2022,26,210
41,2022,26,211
41,2022,26,212
41,2022,26,213
41,2022,26,214
41,2022,26,215
41,2022,26,216
41,2022,26,217
41,2022,26,218
41,2022,26,219
41,2022,26,220
41,2022,26,221
41,2022,26,222
41,2022,26,223
41,2022,26,224
41,2022,26,225
41,2022,26,226
41,2022,26,227
41,2022,26,228
41,2022,26,229
41,2022,26,230
41,2022,26,231
41,2022,26,232
41,2022,26,233
41,2022,26,234
41,2022,26,235
41,2022,26,236
41,2022,26,237
41,2022,26,238
41,2022,26,239
41,2022,26,240
41,2022,26,241
41,2022,26,242
41,2022,26,243
41,2022,26,244
41,2022,26,245
41,2022,26,246
41,2022,26,247
41,2022,26,248
41,2022,26,249
41,2022,26,250
41,2022,26,251
41,2022,26,252
41,2022,26,253
41,2022,26,254
41,2022,26,255
41,2022,26,256
41,2022,26,257
41,2022,26,258
41,2022,26,259
41,2022,26,260
41,2022,26,261
41,2022,26,262
41,2022,26,263
41,2022,26,264
41,2022,26,265
41,2022,26,266
41,2022,26,267
41,2022,26,268
41,2022,26,269
41,2022,26,270
41,2022,26,271
41,2022,26,273
41,2022,26,274
41,2022,26,275
41,2022,26,276
41,2022,26,277
41,2022,26,278
41,2022,26,279
41,2022,26,280
41,2022,26,281
41,2022,26,283
41,2022,26,284
41,2022,26,286
41,2022,26,287
41,2022,26,288
41,2022,26,289
41,2022,26,290
41,2022,26,291
41,2022,26,292
41,2022,26,294
41,2022,26,295
41,2022,26,296
41,2022,26,297
41,2022,26,298
41,2022,26,299
41,2022,26,300
41,2022,26,301
41,2022,26,302
41,2022,26,303
41,2022,26,304
41,2022,26,305
41,2022,26,306
41,2022,26,307
41,2022,26,308
41,2022,26,309
41,2022,26,310
41,2022,26,311
41,2022,26,312
41,2022,26,313
41,2022,26,314
41,2022,26,315
41,2022,26,316
41,2022,26,317
41,2022,26,318
41,2022,26,319
41,2022,26,320
41,2022,26,321
41,2022,26,324
41,2022,26,327
41,2022,26,329
41,2022,26,330
41,2022,26,331
41,2022,26,332
41,2022,26,333
41,2022,26,334
41,2022,26,336
41,2022,26,340
41,2022,26,341
41,2022,26,344
41,2022,26,347
41,2022,26,282
41,2022,26,343
41,2022,26,78
41,2022,26,293
41,2022,26,323
41,2022,26,342
41,2022,26,346
41,2022,26,272
41,2022,26,335
41,2022,26,285
41,2022,26,345
41,2022,26,322
41,2022,26,338
41,2022,26,325
41,2022,26,326
41,2022,26,337
41,2022,26,328
41,2022,27,1
41,2022,27,2
41,2022,27,3
41,2022,27,4
41,2022,27,5
41,2022,27,6
41,2022,27,7
41,2022,27,8
41,2022,27,9
41,2022,27,10
41,2022,27,11
41,2022,27,12
41,2022,27,13
41,2022,27,14
41,2022,27,15
41,2022,27,16
41,2022,27,17
41,2022,27,18
41,2022,27,19
41,2022,27,20
41,2022,27,21
41,2022,27,22
41,2022,27,23
41,2022,27,24
41,2022,27,25
41,2022,27,26
41,2022,27,27
41,2022,27,28
41,2022,27,29
41,2022,27,30
41,2022,27,31
41,2022,27,32
41,2022,27,33
41,2022,27,34
41,2022,27,35
41,2022,27,36
41,2022,27,37
41,2022,27,38
41,2022,27,39
41,2022,27,40
41,2022,27,41
41,2022,27,42
41,2022,27,43
41,2022,27,44
41,2022,27,45
41,2022,27,46
41,2022,27,47
41,2022,27,48
41,2022,27,49
41,2022,27,50
41,2022,27,51
41,2022,27,52
41,2022,27,53
41,2022,27,54
41,2022,27,55
41,2022,27,56
41,2022,27,57
41,2022,27,58
41,2022,27,59
41,2022,27,60
41,2022,27,61
41,2022,27,62
41,2022,27,63
41,2022,27,64
41,2022,27,65
41,2022,27,66
41,2022,27,67
41,2022,27,68
41,2022,27,69
41,2022,27,70
41,2022,27,71
41,2022,27,72
41,2022,27,73
41,2022,27,74
41,2022,27,75
41,2022,27,76
41,2022,27,77
41,2022,27,79
41,2022,27,80
41,2022,27,81
41,2022,27,82
41,2022,27,83
41,2022,27,84
41,2022,27,85
41,2022,27,86
41,2022,27,87
41,2022,27,88
41,2022,27,89
41,2022,27,90
41,2022,27,91
41,2022,27,92
41,2022,27,93
41,2022,27,94
41,2022,27,95
41,2022,27,96
41,2022,27,97
41,2022,27,98
41,2022,27,99
41,2022,27,100
41,2022,27,101
41,2022,27,102
41,2022,27,103
41,2022,27,104
41,2022,27,105
41,2022,27,106
41,2022,27,107
41,2022,27,108
41,2022,27,109
41,2022,27,110
41,2022,27,111
41,2022,27,112
41,2022,27,113
41,2022,27,114
41,2022,27,115
41,2022,27,116
41,2022,27,117
41,2022,27,118
41,2022,27,119
41,2022,27,120
41,2022,27,121
41,2022,27,122
41,2022,27,123
41,2022,27,124
41,2022,27,125
41,2022,27,126
41,2022,27,127
41,2022,27,128
41,2022,27,129
41,2022,27,130
41,2022,27,131
41,2022,27,132
41,2022,27,133
41,2022,27,134
41,2022,27,135
41,2022,27,136
41,2022,27,137
41,2022,27,138
41,2022,27,139
41,2022,27,140
41,2022,27,141
41,2022,27,142
41,2022,27,143
41,2022,27,144
41,2022,27,145
41,2022,27,146
41,2022,27,147
41,2022,27,148
41,2022,27,149
41,2022,27,150
41,2022,27,151
41,2022,27,152
41,2022,27,153
41,2022,27,154
41,2022,27,155
41,2022,27,156
41,2022,27,157
41,2022,27,158
41,2022,27,159
41,2022,27,160
41,2022,27,161
41,2022,27,162
41,2022,27,163
41,2022,27,164
41,2022,27,165
41,2022,27,166
41,2022,27,167
41,2022,27,168
41,2022,27,169
41,2022,27,170
41,2022,27,171
41,2022,27,172
41,2022,27,173
41,2022,27,174
41,2022,27,175
41,2022,27,176
41,2022,27,177
41,2022,27,178
41,2022,27,179
41,2022,27,180
41,2022,27,181
41,2022,27,182
41,2022,27,183
41,2022,27,184
41,2022,27,185
41,2022,27,186
41,2022,27,187
41,2022,27,188
41,2022,27,189
41,2022,27,190
41,2022,27,191
41,2022,27,192
41,2022,27,193
41,2022,27,194
41,2022,27,195
41,2022,27,196
41,2022,27,197
41,2022,27,198
41,2022,27,199
41,2022,27,200
41,2022,27,201
41,2022,27,202
41,2022,27,203
41,2022,27,204
41,2022,27,205
41,2022,27,206
41,2022,27,207
41,2022,27,208
41,2022,27,209
41,2022,27,210
41,2022,27,211
41,2022,27,212
41,2022,27,213
41,2022,27,214
41,2022,27,215
41,2022,27,216
41,2022,27,217
41,2022,27,218
41,2022,27,219
41,2022,27,220
41,2022,27,221
41,2022,27,222
41,2022,27,223
41,2022,27,224
41,2022,27,225
41,2022,27,226
41,2022,27,227
41,2022,27,228
41,2022,27,229
41,2022,27,230
41,2022,27,231
41,2022,27,232
41,2022,27,233
41,2022,27,234
41,2022,27,235
41,2022,27,236
41,2022,27,237
41,2022,27,238
41,2022,27,239
41,2022,27,240
41,2022,27,241
41,2022,27,242
41,2022,27,243
41,2022,27,244
41,2022,27,245
41,2022,27,246
41,2022,27,247
41,2022,27,248
41,2022,27,249
41,2022,27,250
41,2022,27,251
41,2022,27,252
41,2022,27,253
41,2022,27,254
41,2022,27,255
41,2022,27,256
41,2022,27,257
41,2022,27,258
41,2022,27,259
41,2022,27,260
41,2022,27,261
41,2022,27,262
41,2022,27,263
41,2022,27,264
41,2022,27,265
41,2022,27,266
41,2022,27,267
41,2022,27,268
41,2022,27,269
41,2022,27,270
41,2022,27,271
41,2022,27,273
41,2022,27,274
41,2022,27,275
41,2022,27,276
41,2022,27,277
41,2022,27,278
41,2022,27,279
41,2022,27,280
41,2022,27,281
41,2022,27,283
41,2022,27,284
41,2022,27,286
41,2022,27,287
41,2022,27,288
41,2022,27,289
41,2022,27,290
41,2022,27,291
41,2022,27,292
41,2022,27,294
41,2022,27,295
41,2022,27,296
41,2022,27,297
41,2022,27,298
41,2022,27,299
41,2022,27,300
41,2022,27,301
41,2022,27,302
41,2022,27,303
41,2022,27,304
41,2022,27,305
41,2022,27,306
41,2022,27,307
41,2022,27,308
41,2022,27,309
41,2022,27,310
41,2022,27,311
41,2022,27,312
41,2022,27,313
41,2022,27,314
41,2022,27,315
41,2022,27,316
41,2022,27,317
41,2022,27,318
41,2022,27,319
41,2022,27,320
41,2022,27,321
41,2022,27,324
41,2022,27,327
41,2022,27,329
41,2022,27,330
41,2022,27,331
41,2022,27,332
41,2022,27,333
41,2022,27,334
41,2022,27,336
41,2022,27,340
41,2022,27,341
41,2022,27,344
41,2022,27,347
41,2022,27,282
41,2022,27,343
41,2022,27,78
41,2022,27,293
41,2022,27,323
41,2022,27,342
41,2022,27,346
41,2022,27,272
41,2022,27,335
41,2022,27,285
41,2022,27,345
41,2022,27,322
41,2022,27,338
41,2022,27,325
41,2022,27,326
41,2022,27,337
41,2022,27,328
41,2022,28,1
41,2022,28,2
41,2022,28,3
41,2022,28,4
41,2022,28,5
41,2022,28,6
41,2022,28,7
41,2022,28,8
41,2022,28,9
41,2022,28,10
41,2022,28,11
41,2022,28,12
41,2022,28,13
41,2022,28,14
41,2022,28,15
41,2022,28,16
41,2022,28,17
41,2022,28,18
41,2022,28,19
41,2022,28,20
41,2022,28,21
41,2022,28,22
41,2022,28,23
41,2022,28,24
41,2022,28,25
41,2022,28,26
41,2022,28,27
41,2022,28,28
41,2022,28,29
41,2022,28,30
41,2022,28,31
41,2022,28,32
41,2022,28,33
41,2022,28,34
41,2022,28,35
41,2022,28,36
41,2022,28,37
41,2022,28,38
41,2022,28,39
41,2022,28,40
41,2022,28,41
41,2022,28,42
41,2022,28,43
41,2022,28,44
41,2022,28,45
41,2022,28,46
41,2022,28,47
41,2022,28,48
41,2022,28,49
41,2022,28,50
41,2022,28,51
41,2022,28,52
41,2022,28,53
41,2022,28,54
41,2022,28,55
41,2022,28,56
41,2022,28,57
41,2022,28,58
41,2022,28,59
41,2022,28,60
41,2022,28,61
41,2022,28,62
41,2022,28,63
41,2022,28,64
41,2022,28,65
41,2022,28,66
41,2022,28,67
41,2022,28,68
41,2022,28,69
41,2022,28,70
41,2022,28,71
41,2022,28,72
41,2022,28,73
41,2022,28,74
41,2022,28,75
41,2022,28,76
41,2022,28,77
41,2022,28,79
41,2022,28,80
41,2022,28,81
41,2022,28,82
41,2022,28,83
41,2022,28,84
41,2022,28,85
41,2022,28,86
41,2022,28,87
41,2022,28,88
41,2022,28,89
41,2022,28,90
41,2022,28,91
41,2022,28,92
41,2022,28,93
41,2022,28,94
41,2022,28,95
41,2022,28,96
41,2022,28,97
41,2022,28,98
41,2022,28,99
41,2022,28,100
41,2022,28,101
41,2022,28,102
41,2022,28,103
41,2022,28,104
41,2022,28,105
41,2022,28,106
41,2022,28,107
41,2022,28,108
41,2022,28,109
41,2022,28,110
41,2022,28,111
41,2022,28,112
41,2022,28,113
41,2022,28,114
41,2022,28,115
41,2022,28,116
41,2022,28,117
41,2022,28,118
41,2022,28,119
41,2022,28,120
41,2022,28,121
41,2022,28,122
41,2022,28,123
41,2022,28,124
41,2022,28,125
41,2022,28,126
41,2022,28,127
41,2022,28,128
41,2022,28,129
41,2022,28,130
41,2022,28,131
41,2022,28,132
41,2022,28,133
41,2022,28,134
41,2022,28,135
41,2022,28,136
41,2022,28,137
41,2022,28,138
41,2022,28,139
41,2022,28,140
41,2022,28,141
41,2022,28,142
41,2022,28,143
41,2022,28,144
41,2022,28,145
41,2022,28,146
41,2022,28,147
41,2022,28,148
41,2022,28,149
41,2022,28,150
41,2022,28,151
41,2022,28,152
41,2022,28,153
41,2022,28,154
41,2022,28,155
41,2022,28,156
41,2022,28,157
41,2022,28,158
41,2022,28,159
41,2022,28,160
41,2022,28,161
41,2022,28,162
41,2022,28,163
41,2022,28,164
41,2022,28,165
41,2022,28,166
41,2022,28,167
41,2022,28,168
41,2022,28,169
41,2022,28,170
41,2022,28,171
41,2022,28,172
41,2022,28,173
41,2022,28,174
41,2022,28,175
41,2022,28,176
41,2022,28,177
41,2022,28,178
41,2022,28,179
41,2022,28,180
41,2022,28,181
41,2022,28,182
41,2022,28,183
41,2022,28,184
41,2022,28,185
41,2022,28,186
41,2022,28,187
41,2022,28,188
41,2022,28,189
41,2022,28,190
41,2022,28,191
41,2022,28,192
41,2022,28,193
41,2022,28,194
41,2022,28,195
41,2022,28,196
41,2022,28,197
41,2022,28,198
41,2022,28,199
41,2022,28,200
41,2022,28,201
41,2022,28,202
41,2022,28,203
41,2022,28,204
41,2022,28,205
41,2022,28,206
41,2022,28,207
41,2022,28,208
41,2022,28,209
41,2022,28,210
41,2022,28,211
41,2022,28,212
41,2022,28,213
41,2022,28,214
41,2022,28,215
41,2022,28,216
41,2022,28,217
41,2022,28,218
41,2022,28,219
41,2022,28,220
41,2022,28,221
41,2022,28,222
41,2022,28,223
41,2022,28,224
41,2022,28,225
41,2022,28,226
41,2022,28,227
41,2022,28,228
41,2022,28,229
41,2022,28,230
41,2022,28,231
41,2022,28,232
41,2022,28,233
41,2022,28,234
41,2022,28,235
41,2022,28,236
41,2022,28,237
41,2022,28,238
41,2022,28,239
41,2022,28,240
41,2022,28,241
41,2022,28,242
41,2022,28,243
41,2022,28,244
41,2022,28,245
41,2022,28,246
41,2022,28,247
41,2022,28,248
41,2022,28,249
41,2022,28,250
41,2022,28,251
41,2022,28,252
41,2022,28,253
41,2022,28,254
41,2022,28,255
41,2022,28,256
41,2022,28,257
41,2022,28,258
41,2022,28,259
41,2022,28,260
41,2022,28,261
41,2022,28,262
41,2022,28,263
41,2022,28,264
41,2022,28,265
41,2022,28,266
41,2022,28,267
41,2022,28,268
41,2022,28,269
41,2022,28,270
41,2022,28,271
41,2022,28,273
41,2022,28,274
41,2022,28,275
41,2022,28,276
41,2022,28,277
41,2022,28,278
41,2022,28,279
41,2022,28,280
41,2022,28,281
41,2022,28,283
41,2022,28,284
41,2022,28,286
41,2022,28,287
41,2022,28,288
41,2022,28,289
41,2022,28,290
41,2022,28,291
41,2022,28,292
41,2022,28,294
41,2022,28,295
41,2022,28,296
41,2022,28,297
41,2022,28,298
41,2022,28,299
41,2022,28,300
41,2022,28,301
41,2022,28,302
41,2022,28,303
41,2022,28,304
41,2022,28,305
41,2022,28,306
41,2022,28,307
41,2022,28,308
41,2022,28,309
41,2022,28,310
41,2022,28,311
41,2022,28,312
41,2022,28,313
41,2022,28,314
41,2022,28,315
41,2022,28,316
41,2022,28,317
41,2022,28,318
41,2022,28,319
41,2022,28,320
41,2022,28,321
41,2022,28,324
41,2022,28,327
41,2022,28,329
41,2022,28,330
41,2022,28,331
41,2022,28,332
41,2022,28,333
41,2022,28,334
41,2022,28,336
41,2022,28,340
41,2022,28,341
41,2022,28,344
41,2022,28,347
41,2022,28,282
41,2022,28,343
41,2022,28,78
41,2022,28,293
41,2022,28,323
41,2022,28,342
41,2022,28,346
41,2022,28,272
41,2022,28,335
41,2022,28,285
41,2022,28,345
41,2022,28,322
41,2022,28,338
41,2022,28,325
41,2022,28,326
41,2022,28,337
41,2022,28,328
41,2022,29,1
41,2022,29,2
41,2022,29,3
41,2022,29,4
41,2022,29,5
41,2022,29,6
41,2022,29,7
41,2022,29,8
41,2022,29,9
41,2022,29,10
41,2022,29,11
41,2022,29,12
41,2022,29,13
41,2022,29,14
41,2022,29,15
41,2022,29,16
41,2022,29,17
41,2022,29,18
41,2022,29,19
41,2022,29,20
41,2022,29,21
41,2022,29,22
41,2022,29,23
41,2022,29,24
41,2022,29,25
41,2022,29,26
41,2022,29,27
41,2022,29,28
41,2022,29,29
41,2022,29,30
41,2022,29,31
41,2022,29,32
41,2022,29,33
41,2022,29,34
41,2022,29,35
41,2022,29,36
41,2022,29,37
41,2022,29,38
41,2022,29,39
41,2022,29,40
41,2022,29,41
41,2022,29,42
41,2022,29,43
41,2022,29,44
41,2022,29,45
41,2022,29,46
41,2022,29,47
41,2022,29,48
41,2022,29,49
41,2022,29,50
41,2022,29,51
41,2022,29,52
41,2022,29,53
41,2022,29,54
41,2022,29,55
41,2022,29,56
41,2022,29,57
41,2022,29,58
41,2022,29,59
41,2022,29,60
41,2022,29,61
41,2022,29,62
41,2022,29,63
41,2022,29,64
41,2022,29,65
41,2022,29,66
41,2022,29,67
41,2022,29,68
41,2022,29,69
41,2022,29,70
41,2022,29,71
41,2022,29,72
41,2022,29,73
41,2022,29,74
41,2022,29,75
41,2022,29,76
41,2022,29,77
41,2022,29,79
41,2022,29,80
41,2022,29,81
41,2022,29,82
41,2022,29,83
41,2022,29,84
41,2022,29,85
41,2022,29,86
41,2022,29,87
41,2022,29,88
41,2022,29,89
41,2022,29,90
41,2022,29,91
41,2022,29,92
41,2022,29,93
41,2022,29,94
41,2022,29,95
41,2022,29,96
41,2022,29,97
41,2022,29,98
41,2022,29,99
41,2022,29,100
41,2022,29,101
41,2022,29,102
41,2022,29,103
41,2022,29,104
41,2022,29,105
41,2022,29,106
41,2022,29,107
41,2022,29,108
41,2022,29,109
41,2022,29,110
41,2022,29,111
41,2022,29,112
41,2022,29,113
41,2022,29,114
41,2022,29,115
41,2022,29,116
41,2022,29,117
41,2022,29,118
41,2022,29,119
41,2022,29,120
41,2022,29,121
41,2022,29,122
41,2022,29,123
41,2022,29,124
41,2022,29,125
41,2022,29,126
41,2022,29,127
41,2022,29,128
41,2022,29,129
41,2022,29,130
41,2022,29,131
41,2022,29,132
41,2022,29,133
41,2022,29,134
41,2022,29,135
41,2022,29,136
41,2022,29,137
41,2022,29,138
41,2022,29,139
41,2022,29,140
41,2022,29,141
41,2022,29,142
41,2022,29,143
41,2022,29,144
41,2022,29,145
41,2022,29,146
41,2022,29,147
41,2022,29,148
41,2022,29,149
41,2022,29,150
41,2022,29,151
41,2022,29,152
41,2022,29,153
41,2022,29,154
41,2022,29,155
41,2022,29,156
41,2022,29,157
41,2022,29,158
41,2022,29,159
41,2022,29,160
41,2022,29,161
41,2022,29,162
41,2022,29,163
41,2022,29,164
41,2022,29,165
41,2022,29,166
41,2022,29,167
41,2022,29,168
41,2022,29,169
41,2022,29,170
41,2022,29,171
41,2022,29,172
41,2022,29,173
41,2022,29,174
41,2022,29,175
41,2022,29,176
41,2022,29,177
41,2022,29,178
41,2022,29,179
41,2022,29,180
41,2022,29,181
41,2022,29,182
41,2022,29,183
41,2022,29,184
41,2022,29,185
41,2022,29,186
41,2022,29,187
41,2022,29,188
41,2022,29,189
41,2022,29,190
41,2022,29,191
41,2022,29,192
41,2022,29,193
41,2022,29,194
41,2022,29,195
41,2022,29,196
41,2022,29,197
41,2022,29,198
41,2022,29,199
41,2022,29,200
41,2022,29,201
41,2022,29,202
41,2022,29,203
41,2022,29,204
41,2022,29,205
41,2022,29,206
41,2022,29,207
41,2022,29,208
41,2022,29,209
41,2022,29,210
41,2022,29,211
41,2022,29,212
41,2022,29,213
41,2022,29,214
41,2022,29,215
41,2022,29,216
41,2022,29,217
41,2022,29,218
41,2022,29,219
41,2022,29,220
41,2022,29,221
41,2022,29,222
41,2022,29,223
41,2022,29,224
41,2022,29,225
41,2022,29,226
41,2022,29,227
41,2022,29,228
41,2022,29,229
41,2022,29,230
41,2022,29,231
41,2022,29,232
41,2022,29,233
41,2022,29,234
41,2022,29,235
41,2022,29,236
41,2022,29,237
41,2022,29,238
41,2022,29,239
41,2022,29,240
41,2022,29,241
41,2022,29,242
41,2022,29,243
41,2022,29,244
41,2022,29,245
41,2022,29,246
41,2022,29,247
41,2022,29,248
41,2022,29,249
41,2022,29,250
41,2022,29,251
41,2022,29,252
41,2022,29,253
41,2022,29,254
41,2022,29,255
41,2022,29,256
41,2022,29,257
41,2022,29,258
41,2022,29,259
41,2022,29,260
41,2022,29,261
41,2022,29,262
41,2022,29,263
41,2022,29,264
41,2022,29,265
41,2022,29,266
41,2022,29,267
41,2022,29,268
41,2022,29,269
41,2022,29,270
41,2022,29,271
41,2022,29,273
41,2022,29,274
41,2022,29,275
41,2022,29,276
41,2022,29,277
41,2022,29,278
41,2022,29,279
41,2022,29,280
41,2022,29,281
41,2022,29,283
41,2022,29,284
41,2022,29,286
41,2022,29,287
41,2022,29,288
41,2022,29,289
41,2022,29,290
41,2022,29,291
41,2022,29,292
41,2022,29,294
41,2022,29,295
41,2022,29,296
41,2022,29,297
41,2022,29,298
41,2022,29,299
41,2022,29,300
41,2022,29,301
41,2022,29,302
41,2022,29,303
41,2022,29,304
41,2022,29,305
41,2022,29,306
41,2022,29,307
41,2022,29,308
41,2022,29,309
41,2022,29,310
41,2022,29,311
41,2022,29,312
41,2022,29,313
41,2022,29,314
41,2022,29,315
41,2022,29,316
41,2022,29,317
41,2022,29,318
41,2022,29,319
41,2022,29,320
41,2022,29,321
41,2022,29,324
41,2022,29,327
41,2022,29,329
41,2022,29,330
41,2022,29,331
41,2022,29,332
41,2022,29,333
41,2022,29,334
41,2022,29,336
41,2022,29,340
41,2022,29,341
41,2022,29,344
41,2022,29,347
41,2022,29,282
41,2022,29,343
41,2022,29,78
41,2022,29,293
41,2022,29,323
41,2022,29,342
41,2022,29,346
41,2022,29,272
41,2022,29,335
41,2022,29,285
41,2022,29,345
41,2022,29,322
41,2022,29,338
41,2022,29,325
41,2022,29,326
41,2022,29,337
41,2022,29,328
41,2022,30,1
41,2022,30,2
41,2022,30,3
41,2022,30,4
41,2022,30,5
41,2022,30,6
41,2022,30,7
41,2022,30,8
41,2022,30,9
41,2022,30,10
41,2022,30,11
41,2022,30,12
41,2022,30,13
41,2022,30,14
41,2022,30,15
41,2022,30,16
41,2022,30,17
41,2022,30,18
41,2022,30,19
41,2022,30,20
41,2022,30,21
41,2022,30,22
41,2022,30,23
41,2022,30,24
41,2022,30,25
41,2022,30,26
41,2022,30,27
41,2022,30,28
41,2022,30,29
41,2022,30,30
41,2022,30,31
41,2022,30,32
41,2022,30,33
41,2022,30,34
41,2022,30,35
41,2022,30,36
41,2022,30,37
41,2022,30,38
41,2022,30,39
41,2022,30,40
41,2022,30,41
41,2022,30,42
41,2022,30,43
41,2022,30,44
41,2022,30,45
41,2022,30,46
41,2022,30,47
41,2022,30,48
41,2022,30,49
41,2022,30,50
41,2022,30,51
41,2022,30,52
41,2022,30,53
41,2022,30,54
41,2022,30,55
41,2022,30,56
41,2022,30,57
41,2022,30,58
41,2022,30,59
41,2022,30,60
41,2022,30,61
41,2022,30,62
41,2022,30,63
41,2022,30,64
41,2022,30,65
41,2022,30,66
41,2022,30,67
41,2022,30,68
41,2022,30,69
41,2022,30,70
41,2022,30,71
41,2022,30,72
41,2022,30,73
41,2022,30,74
41,2022,30,75
41,2022,30,76
41,2022,30,77
41,2022,30,79
41,2022,30,80
41,2022,30,81
41,2022,30,82
41,2022,30,83
41,2022,30,84
41,2022,30,85
41,2022,30,86
41,2022,30,87
41,2022,30,88
41,2022,30,89
41,2022,30,90
41,2022,30,91
41,2022,30,92
41,2022,30,93
41,2022,30,94
41,2022,30,95
41,2022,30,96
41,2022,30,97
41,2022,30,98
41,2022,30,99
41,2022,30,100
41,2022,30,101
41,2022,30,102
41,2022,30,103
41,2022,30,104
41,2022,30,105
41,2022,30,106
41,2022,30,107
41,2022,30,108
41,2022,30,109
41,2022,30,110
41,2022,30,111
41,2022,30,112
41,2022,30,113
41,2022,30,114
41,2022,30,115
41,2022,30,116
41,2022,30,117
41,2022,30,118
41,2022,30,119
41,2022,30,120
41,2022,30,121
41,2022,30,122
41,2022,30,123
41,2022,30,124
41,2022,30,125
41,2022,30,126
41,2022,30,127
41,2022,30,128
41,2022,30,129
41,2022,30,130
41,2022,30,131
41,2022,30,132
41,2022,30,133
41,2022,30,134
41,2022,30,135
41,2022,30,136
41,2022,30,137
41,2022,30,138
41,2022,30,139
41,2022,30,140
41,2022,30,141
41,2022,30,142
41,2022,30,143
41,2022,30,144
41,2022,30,145
41,2022,30,146
41,2022,30,147
41,2022,30,148
41,2022,30,149
41,2022,30,150
41,2022,30,151
41,2022,30,152
41,2022,30,153
41,2022,30,154
41,2022,30,155
41,2022,30,156
41,2022,30,157
41,2022,30,158
41,2022,30,159
41,2022,30,160
41,2022,30,161
41,2022,30,162
41,2022,30,163
41,2022,30,164
41,2022,30,165
41,2022,30,166
41,2022,30,167
41,2022,30,168
41,2022,30,169
41,2022,30,170
41,2022,30,171
41,2022,30,172
41,2022,30,173
41,2022,30,174
41,2022,30,175
41,2022,30,176
41,2022,30,177
41,2022,30,178
41,2022,30,179
41,2022,30,180
41,2022,30,181
41,2022,30,182
41,2022,30,183
41,2022,30,184
41,2022,30,185
41,2022,30,186
41,2022,30,187
41,2022,30,188
41,2022,30,189
41,2022,30,190
41,2022,30,191
41,2022,30,192
41,2022,30,193
41,2022,30,194
41,2022,30,195
41,2022,30,196
41,2022,30,197
41,2022,30,198
41,2022,30,199
41,2022,30,200
41,2022,30,201
41,2022,30,202
41,2022,30,203
41,2022,30,204
41,2022,30,205
41,2022,30,206
41,2022,30,207
41,2022,30,208
41,2022,30,209
41,2022,30,210
41,2022,30,211
41,2022,30,212
41,2022,30,213
41,2022,30,214
41,2022,30,215
41,2022,30,216
41,2022,30,217
41,2022,30,218
41,2022,30,219
41,2022,30,220
